"Entity","Code","Year","Total_Renewable","Hydropower","Wind","Solar","Other_renewables"
"Hong Kong","HKG",1989,0,0,0,0,0
"Hong Kong","HKG",1990,0,0,0,0,0
"Hong Kong","HKG",1991,0,0,0,0,0
"Hong Kong","HKG",1992,0,0,0,0,0
"Hong Kong","HKG",1993,0,0,0,0,0
"Hong Kong","HKG",1994,0,0,0,0,0
"Hong Kong","HKG",1995,0,0,0,0,0
"Hong Kong","HKG",1996,0,0,0,0,0
"Hong Kong","HKG",1997,0,0,0,0,0
"Hong Kong","HKG",1998,0,0,0,0,0
"Hong Kong","HKG",1999,0,0,0,0,0
"Hong Kong","HKG",2000,0,0,0,0,0
"Hong Kong","HKG",2001,0,0,0,0,0
"Hong Kong","HKG",2002,0,0,0,0,0
"Hong Kong","HKG",2003,0,0,0,0,0
"Hong Kong","HKG",2004,0,0,0,0,0
"Hong Kong","HKG",2005,0,0,0,0,0
"Hong Kong","HKG",2006,694,0,694,0,0
"Hong Kong","HKG",2007,865,0,865,0,0
"Hong Kong","HKG",2008,807,0,807,0,0
"Hong Kong","HKG",2009,1099,0,1099,0,0
"Hong Kong","HKG",2010,1081,0,1041,1,39
"Hong Kong","HKG",2011,914,0,868,3,43
"Hong Kong","HKG",2012,1097,0,1053,3,41
"Hong Kong","HKG",2013,875,0,836,3,36
"Hong Kong","HKG",2014,55,0,9,3,43
"Hong Kong","HKG",2015,872,0,811,4,57
"Hong Kong","HKG",2016,561,0,492,4,65
"Hong Kong","HKG",2017,71694,0,1045,5605,65044
"Hong Kong","HKG",2018,73575,0,7,6383,67185
"Hong Kong","HKG",2019,74478,0,7,166,74305
"Hong Kong","HKG",2020,167318,0,1026,52235,114057
"Hong Kong","HKG",2021,135296,0,832,120359,14105
"Hong Kong","HKG",2022,329691,0,832,179168,149691
"Hong Kong","HKG",2023,33904371,0,832,32294837,1608702
"Hong Kong","HKG",2024,51144207,0,834279,32383317,17926611
"Hungary","HUN",1965,75,75,0,0,0
"Hungary","HUN",1966,1,1,0,0,0
"Hungary","HUN",1967,82,82,0,0,0
"Hungary","HUN",1968,89,89,0,0,0
"Hungary","HUN",1969,95,95,0,0,0
"Hungary","HUN",1970,88,88,0,0,0
"Hungary","HUN",1971,96,96,0,0,0
"Hungary","HUN",1972,11,11,0,0,0
"Hungary","HUN",1973,101,101,0,0,0
"Hungary","HUN",1974,81,81,0,0,0
"Hungary","HUN",1975,163,163,0,0,0
"Hungary","HUN",1976,165,165,0,0,0
"Hungary","HUN",1977,149,149,0,0,0
"Hungary","HUN",1978,138,138,0,0,0
"Hungary","HUN",1979,146,146,0,0,0
"Hungary","HUN",1980,112,112,0,0,0
"Hungary","HUN",1981,168,168,0,0,0
"Hungary","HUN",1982,159,159,0,0,0
"Hungary","HUN",1983,155,155,0,0,0
"Hungary","HUN",1984,181,181,0,0,0
"Hungary","HUN",1985,155,155,0,0,0
"Hungary","HUN",1986,154,154,0,0,0
"Hungary","HUN",1987,169,169,0,0,0
"Hungary","HUN",1988,169,169,0,0,0
"Hungary","HUN",1989,158,158,0,0,0
"Hungary","HUN",1990,195,178,0,0,17
"Hungary","HUN",1991,218,194,0,0,24
"Hungary","HUN",1992,204,158,0,0,46
"Hungary","HUN",1993,205,166,0,0,39
"Hungary","HUN",1994,206,161,0,0,45
"Hungary","HUN",1995,219,163,0,0,56
"Hungary","HUN",1996,212,207,0,0,5
"Hungary","HUN",1997,269,216,0,0,53
"Hungary","HUN",1998,161,155,0,0,6
"Hungary","HUN",1999,246,181,0,0,65
"Hungary","HUN",2000,243,178,0,0,65
"Hungary","HUN",2001,194,186,1,0,7
"Hungary","HUN",2002,237,194,1,0,42
"Hungary","HUN",2003,336,171,4,0,161
"Hungary","HUN",2004,936,205,6,0,725
"Hungary","HUN",2005,1861,202,1,0,1658
"Hungary","HUN",2006,1493,186,43,0,1264
"Hungary","HUN",2007,1595,21,11,0,1563
"Hungary","HUN",2008,2357,213,205,1,1938
"Hungary","HUN",2009,2895,228,331,1,2335
"Hungary","HUN",2010,3013,188,527,1,2297
"Hungary","HUN",2011,2708,222,626,1,1859
"Hungary","HUN",2012,773057,213,771181,8,1655
"Hungary","HUN",2013,719975,213,717905,25,1832
"Hungary","HUN",2014,68148,301,65654,67,2126
"Hungary","HUN",2015,3229,234,693,141,2161
"Hungary","HUN",2016,3258,259,684,244,2071
"Hungary","HUN",2017,3282,22,758,349,2153
"Hungary","HUN",2018,3766,222,607,629,2308
"Hungary","HUN",2019,4690,219,729,1497,2245
"Hungary","HUN",2020,5529,244,655,2459,2171
"Hungary","HUN",2021,6915,212,664,3796,2243
"Hungary","HUN",2022,7113,178,61,4732,2142
"Hungary","HUN",2023,7951,222,646,6925,158
"Hungary","HUN",2024,11608224,231262,657892,8973962,1745108
"Iceland","ISL",1965,6407,6407,0,0,0
"Iceland","ISL",1966,6239,6239,0,0,0
"Iceland","ISL",1967,6645,6645,0,0,0
"Iceland","ISL",1968,6869,6869,0,0,0
"Iceland","ISL",1969,10505,8601,0,0,1904
"Iceland","ISL",1970,26220,14129,0,0,12091
"Iceland","ISL",1971,27429,15396,0,0,12033
"Iceland","ISL",1972,38690,17026,0,0,21664
"Iceland","ISL",1973,2423,2181,0,0,242
"Iceland","ISL",1974,28333,22582,0,0,5751
"Iceland","ISL",1975,40403,22056,0,0,18347
"Iceland","ISL",1976,42507,23495,0,0,19012
"Iceland","ISL",1977,41323,25197,0,0,16126
"Iceland","ISL",1978,20890,2605,0,0,18285
"Iceland","ISL",1979,32754,28191,0,0,4563
"Iceland","ISL",1980,75204,30532,0,0,44672
"Iceland","ISL",1981,153978,30845,0,0,123133
"Iceland","ISL",1982,193039,34071,0,0,158968
"Iceland","ISL",1983,207593,35879,0,0,171714
"Iceland","ISL",1984,210612,37379,0,0,173233
"Iceland","ISL",1985,207862,36629,0,0,171233
"Iceland","ISL",1986,250757,38418,0,0,212339
"Iceland","ISL",1987,238050,3914,0,0,234136
"Iceland","ISL",1988,249772,4164,0,0,245608
"Iceland","ISL",1989,299640,42132,0,0,257508
"Iceland","ISL",1990,69828,41537,0,0,28291
"Iceland","ISL",1991,308562,41537,0,0,267025
"Iceland","ISL",1992,4534067,4304298,0,0,229769
"Iceland","ISL",1993,4715270,4460998,0,0,254272
"Iceland","ISL",1994,4767660,4509295,0,0,258365
"Iceland","ISL",1995,4965364,4677187,0,0,288177
"Iceland","ISL",1996,39075742,4762314,0,0,34313428
"Iceland","ISL",1997,42508547,5201305,0,0,37307242
"Iceland","ISL",1998,70881381,5615576,0,0,65265805
"Iceland","ISL",1999,7177514,6041841,0,0,1135673
"Iceland","ISL",2000,7673151,6350488,0,0,1322663
"Iceland","ISL",2001,8023458,6572595,0,0,1450863
"Iceland","ISL",2002,7113724,6970682,0,0,143042
"Iceland","ISL",2003,84870056,70823274,0,0,14046782
"Iceland","ISL",2004,21955721,7131893,0,0,14823828
"Iceland","ISL",2005,23605584,7015286,0,0,16590298
"Iceland","ISL",2006,9921595,7288997,0,0,2632598
"Iceland","ISL",2007,44200262,8393735,0,0,35806527
"Iceland","ISL",2008,16465370,12427433,0,0,4037937
"Iceland","ISL",2009,57810211,12279343,0,0,45530868
"Iceland","ISL",2010,57245307,12592082,0,0,44653225
"Iceland","ISL",2011,17216238,12506839,7936,0,4701463
"Iceland","ISL",2012,6443158,1233653,0,0,5209505
"Iceland","ISL",2013,139358175,128628435,5484748,0,5244992
"Iceland","ISL",2014,73642207,12873015,8385545,0,52383647
"Iceland","ISL",2015,29677955,13780769,10894204,0,5002982
"Iceland","ISL",2016,23186102,13469596,9209778,0,506728
"Iceland","ISL",2017,200410095,140587225,8126884,0,51695986
"Iceland","ISL",2018,19826993,13812796,4363,0,6009834
"Iceland","ISL",2019,80212041,13461466,6569191,0,60181384
"Iceland","ISL",2020,72829598,13156972,66603,0,59606023
"Iceland","ISL",2021,77907,13804,6087,0,58016
"Iceland","ISL",2022,20117573,14195721,5749,6,5916097
"Iceland","ISL",2023,20239448,14225992,7228,9,6006219
"Iceland","ISL",2024,19663088,1358024,12339001,8,5966055
"India","IND",1965,19166937,19166937,0,0,0
"India","IND",1966,20015463,20015463,0,0,0
"India","IND",1967,2239752,2239752,0,0,0
"India","IND",1968,25849072,25849072,0,0,0
"India","IND",1969,28699583,28699583,0,0,0
"India","IND",1970,30436407,30436407,0,0,0
"India","IND",1971,33384148,33384148,0,0,0
"India","IND",1972,3240304,3240304,0,0,0
"India","IND",1973,34506676,34506676,0,0,0
"India","IND",1974,33202953,33202953,0,0,0
"India","IND",1975,39668533,39668533,0,0,0
"India","IND",1976,41498165,41498165,0,0,0
"India","IND",1977,45276752,45276752,0,0,0
"India","IND",1978,5617499,5617499,0,0,0
"India","IND",1979,54168587,54168587,0,0,0
"India","IND",1980,55441372,55441372,0,0,0
"India","IND",1981,5908296,5908296,0,0,0
"India","IND",1982,49859673,49859673,0,0,0
"India","IND",1983,48043297,48043297,0,0,0
"India","IND",1984,53682453,53682453,0,0,0
"India","IND",1985,51813046,51813046,0,0,0
"India","IND",1986,52568764,52568764,0,0,0
"India","IND",1987,48962532,48962532,0,0,0
"India","IND",1988,54614944,54614944,0,0,0
"India","IND",1989,63369778,63369778,0,0,0
"India","IND",1990,134286430,66397064,30303031,0,37586335
"India","IND",1991,83437307,73918884,11291,0,9507132
"India","IND",1992,82008781,70060745,8847,0,11939189
"India","IND",1993,25921756,707325,9477,0,25204954
"India","IND",1994,11843192,8021211,19128,0,3802853
"India","IND",1995,133360127,75920876,49647,1010101,56379503
"India","IND",1996,88669062,6905754,87838,6060606,75614864
"India","IND",1997,86089267,70211006,988,6060606,9816667
"India","IND",1998,27350236,8363273,1079,6060606,12925278
"India","IND",1999,31147785,8224945,1446,6060606,16860788
"India","IND",2000,100923441,76990364,1582,7070707,16860788
"India","IND",2001,83343075,72022964,2085,11111111,206915
"India","IND",2002,41386894,6854489,2085,13131313,21399007
"India","IND",2003,50477081,6929619,260448,16161617,27125397
"India","IND",2004,51948629,100636,522543,18181818,33143632
"India","IND",2005,22232687,9742,5991,18181818,4035136
"India","IND",2006,11360765,11261733,93373,72,5587
"India","IND",2007,1350421,1226131,116828,59,7403
"India","IND",2008,11670049,11516902,143782,63,9302
"India","IND",2009,21207270,10633803,16271,75,10557121
"India","IND",2010,122157353,108744095,194564,113,13218581
"India","IND",2011,17015119,1317046,239523,827,15457723
"India","IND",2012,132568831,115776375,274326,2099,16516031
"India","IND",2013,31074765,13198302,300074,3433,17572956
"India","IND",2014,35384068,13899629,334549,4909,21144981
"India","IND",2015,105908098,13347508,3274138,70925517,18360935
"India","IND",2016,46605238,12855463,4345271,12202886,17201618
"India","IND",2017,43975295,1359791,5262928,22364824,14987752
"India","IND",2018,42171796,13992252,6031128,3745111,18403305
"India","IND",2019,42024580,16228539,6331423,476505,18988113
"India","IND",2020,139256013,16394116,60427402,60446114,1988381
"India","IND",2021,140567282,160565,68094246,70192726,2119745
"India","IND",2022,97531980,17508661,70045166,9745222,232931
"India","IND",2023,33872811,1494338,8210639,1161257,23006577
"India","IND",2024,59732105,15652817,8154415,13675388,22249485
"Indonesia","IDN",1965,18252122,18252122,0,0,0
"Indonesia","IDN",1966,23732178,23732178,0,0,0
"Indonesia","IDN",1967,26648982,26648982,0,0,0
"Indonesia","IDN",1968,3292453,3292453,0,0,0
"Indonesia","IDN",1969,34427125,34427125,0,0,0
"Indonesia","IDN",1970,41851716,41851716,0,0,0
"Indonesia","IDN",1971,13788528,13788528,0,0,0
"Indonesia","IDN",1972,12330126,12330126,0,0,0
"Indonesia","IDN",1973,15556288,15556288,0,0,0
"Indonesia","IDN",1974,1723566,1723566,0,0,0
"Indonesia","IDN",1975,18075346,18075346,0,0,0
"Indonesia","IDN",1976,1060656,1060656,0,0,0
"Indonesia","IDN",1977,17633406,17633406,0,0,0
"Indonesia","IDN",1978,1259529,1259529,0,0,0
"Indonesia","IDN",1979,14009498,14009498,0,0,0
"Indonesia","IDN",1980,12683678,12683678,0,0,0
"Indonesia","IDN",1981,12639484,12639484,0,0,0
"Indonesia","IDN",1982,13788528,13788528,0,0,0
"Indonesia","IDN",1983,20726986,20726986,0,0,0
"Indonesia","IDN",1984,22627327,22627327,0,0,0
"Indonesia","IDN",1985,27665443,27665443,0,0,0
"Indonesia","IDN",1986,44547553,44547553,0,0,0
"Indonesia","IDN",1987,45829177,45829177,0,0,0
"Indonesia","IDN",1988,50336967,50336967,0,0,0
"Indonesia","IDN",1989,62799673,62799673,0,0,0
"Indonesia","IDN",1990,761986,649244,0,0,112742
"Indonesia","IDN",1991,846063,740917,0,0,105146
"Indonesia","IDN",1992,1073122,964548,0,0,108574
"Indonesia","IDN",1993,998305,889108,0,0,109197
"Indonesia","IDN",1994,958685,798294,0,0,160391
"Indonesia","IDN",1995,1050567,829314,0,0,221253
"Indonesia","IDN",1996,1116724,882437,0,0,234287
"Indonesia","IDN",1997,859400,586562,0,0,272838
"Indonesia","IDN",1998,136500,103635,0,0,32865
"Indonesia","IDN",1999,1432051,1037978,0,0,394073
"Indonesia","IDN",2000,58740,10016,0,0,48724
"Indonesia","IDN",2001,72001,11655,0,0,60346
"Indonesia","IDN",2002,72366,9933,0,0,62433
"Indonesia","IDN",2003,72118,9099,0,0,63019
"Indonesia","IDN",2004,76330,9674,0,0,66656
"Indonesia","IDN",2005,17340,10725,0,0,6615
"Indonesia","IDN",2006,16297,9623,0,0,6674
"Indonesia","IDN",2007,18327,11286,2,0,7039
"Indonesia","IDN",2008,9489448,1152825,27,1,8336595
"Indonesia","IDN",2009,10465298,1138385,367,1,9326545
"Indonesia","IDN",2010,2686467,1745622,364,52,940429
"Indonesia","IDN",2011,1082024,124189,469,77,957289
"Indonesia","IDN",2012,2248740,1279911,461,301,968067
"Indonesia","IDN",2013,2650086,1692278,1,55,957752
"Indonesia","IDN",2014,1619427,1516129,0,681,102617
"Indonesia","IDN",2015,11892793,1374053,37,528,10518175
"Indonesia","IDN",2016,2994668,1867689,569,2109,1124301
"Indonesia","IDN",2017,3201377,1863239,0,2905,1335233
"Indonesia","IDN",2018,4836491,2163638,18998,9027,2644828
"Indonesia","IDN",2019,296288,21161,484,11828,262815
"Indonesia","IDN",2020,321202,24325,475,17097,279305
"Indonesia","IDN",2021,353141,24697,437,19262,308745
"Indonesia","IDN",2022,109322,27295,356,44373,37298
"Indonesia","IDN",2023,468332,2459,481,71287,394105
"Indonesia","IDN",2024,85010460,26486706,4823178,9248443,44452133
"Iran","IRN",1965,17191466,17191466,0,0,0
"Iran","IRN",1966,18473092,18473092,0,0,0
"Iran","IRN",1967,198873,198873,0,0,0
"Iran","IRN",1968,21389897,21389897,0,0,0
"Iran","IRN",1969,23025074,23025074,0,0,0
"Iran","IRN",1970,24792833,24792833,0,0,0
"Iran","IRN",1971,26648982,26648982,0,0,0
"Iran","IRN",1972,35001647,35001647,0,0,0
"Iran","IRN",1973,29654174,29654174,0,0,0
"Iran","IRN",1974,32659366,32659366,0,0,0
"Iran","IRN",1975,34294543,34294543,0,0,0
"Iran","IRN",1976,38360393,38360393,0,0,0
"Iran","IRN",1977,39642017,39642017,0,0,0
"Iran","IRN",1978,6209257,6209257,0,0,0
"Iran","IRN",1979,5382829,5382829,0,0,0
"Iran","IRN",1980,5581702,5581702,0,0,0
"Iran","IRN",1981,60943527,60943527,0,0,0
"Iran","IRN",1982,63948717,63948717,0,0,0
"Iran","IRN",1983,625787,625787,0,0,0
"Iran","IRN",1984,58512855,58512855,0,0,0
"Iran","IRN",1985,5899,5899,0,0,0
"Iran","IRN",1986,705,705,0,0,0
"Iran","IRN",1987,7816,7816,0,0,0
"Iran","IRN",1988,8246,8246,0,0,0
"Iran","IRN",1989,6732,6732,0,0,0
"Iran","IRN",1990,7381,7381,0,0,0
"Iran","IRN",1991,5607,5607,0,0,0
"Iran","IRN",1992,9204,9204,0,0,0
"Iran","IRN",1993,10533,10533,0,0,0
"Iran","IRN",1994,6896,6896,0,0,0
"Iran","IRN",1995,8323,8323,0,0,0
"Iran","IRN",1996,8814,8814,0,0,0
"Iran","IRN",1997,5941,5941,0,0,0
"Iran","IRN",1998,7488,7488,0,0,0
"Iran","IRN",1999,5178,5143,35,0,0
"Iran","IRN",2000,4146,3781,365,0,0
"Iran","IRN",2001,4459,4122,337,0,0
"Iran","IRN",2002,8315,8012,303,0,0
"Iran","IRN",2003,9864,9588,276,0,0
"Iran","IRN",2004,12396,11933,463,0,0
"Iran","IRN",2005,15157,14448,709,0,0
"Iran","IRN",2006,19763,18509,1253,1,0
"Iran","IRN",2007,19369,17959,1409,1,0
"Iran","IRN",2008,9398,7438,1958,2,0
"Iran","IRN",2009,9005,6723,2262,3,17
"Iran","IRN",2010,10530,10252,169,7,102
"Iran","IRN",2011,10925,10684,212,7,22
"Iran","IRN",2012,13018,12502,283,7,226
"Iran","IRN",2013,15043,14624,219,7,193
"Iran","IRN",2014,14979,14504,2,7,466
"Iran","IRN",2015,13571,13252,141,15,163
"Iran","IRN",2016,15801,15422,156,5,218
"Iran","IRN",2017,105799,17232,318,85805,2444
"Iran","IRN",2018,234173,9838,75,221816,2444
"Iran","IRN",2019,555746,33865,722,510473,10686
"Iran","IRN",2020,630541,23205,1126,583868,22342
"Iran","IRN",2021,11962311,13827,11306508,619635,22341
"Iran","IRN",2022,11962488,14004,11306508,619635,22341
"Iran","IRN",2023,82723663,2281529,12063249,68356544,22341
"Iran","IRN",2024,43789831,18873251,12474548,9004023,3438009
"Iraq","IRQ",1965,707104,707104,0,0,0
"Iraq","IRQ",1966,928074,928074,0,0,0
"Iraq","IRQ",1967,1060656,1060656,0,0,0
"Iraq","IRQ",1968,1281626,1281626,0,0,0
"Iraq","IRQ",1969,1414208,1414208,0,0,0
"Iraq","IRQ",1970,1723566,1723566,0,0,0
"Iraq","IRQ",1971,2,2,0,0,0
"Iraq","IRQ",1972,2,2,0,0,0
"Iraq","IRQ",1973,29,29,0,0,0
"Iraq","IRQ",1974,4,4,0,0,0
"Iraq","IRQ",1975,461,461,0,0,0
"Iraq","IRQ",1976,459,459,0,0,0
"Iraq","IRQ",1977,566,566,0,0,0
"Iraq","IRQ",1978,708,708,0,0,0
"Iraq","IRQ",1979,1032,1032,0,0,0
"Iraq","IRQ",1980,69,69,0,0,0
"Iraq","IRQ",1981,61,61,0,0,0
"Iraq","IRQ",1982,6,6,0,0,0
"Iraq","IRQ",1983,6,6,0,0,0
"Iraq","IRQ",1984,61,61,0,0,0
"Iraq","IRQ",1985,61,61,0,0,0
"Iraq","IRQ",1986,6,6,0,0,0
"Iraq","IRQ",1987,26,26,0,0,0
"Iraq","IRQ",1988,26,26,0,0,0
"Iraq","IRQ",1989,26,26,0,0,0
"Iraq","IRQ",1990,4650264,4650264,0,0,0
"Iraq","IRQ",1991,2145184,2145184,0,0,0
"Iraq","IRQ",1992,5219066,5219066,0,0,0
"Iraq","IRQ",1993,6161732,6161732,0,0,0
"Iraq","IRQ",1994,6247761,6247761,0,0,0
"Iraq","IRQ",1995,7119707,7119707,0,0,0
"Iraq","IRQ",1996,6489375,6489375,0,0,0
"Iraq","IRQ",1997,6608055,6608055,0,0,0
"Iraq","IRQ",1998,619756,619756,0,0,0
"Iraq","IRQ",1999,355905,355905,0,0,0
"Iraq","IRQ",2000,3196577,3196577,0,0,0
"Iraq","IRQ",2001,3701006,3701006,0,0,0
"Iraq","IRQ",2002,456004,456004,0,0,0
"Iraq","IRQ",2003,47559,47559,0,0,0
"Iraq","IRQ",2004,5749923,5749923,0,0,0
"Iraq","IRQ",2005,4893819,4893819,0,0,0
"Iraq","IRQ",2006,499076,499076,0,0,0
"Iraq","IRQ",2007,456631,456631,0,0,0
"Iraq","IRQ",2008,2932036,2932036,0,0,0
"Iraq","IRQ",2009,283021,283021,0,0,0
"Iraq","IRQ",2010,3615072,3615072,0,0,0
"Iraq","IRQ",2011,3399509,3399509,0,0,0
"Iraq","IRQ",2012,4396909,4396909,0,0,0
"Iraq","IRQ",2013,4609184,4608721,0,463,0
"Iraq","IRQ",2014,2835775,2835202,0,573,0
"Iraq","IRQ",2015,2603442,2546137,0,57305,0
"Iraq","IRQ",2016,3428539,3371234,0,57305,0
"Iraq","IRQ",2017,2233388,2176083,0,57305,0
"Iraq","IRQ",2018,2194247,1817702,0,376545,0
"Iraq","IRQ",2019,5339809,4963264,0,376545,0
"Iraq","IRQ",2020,41919290,4161628,0,37757662,0
"Iraq","IRQ",2021,3722326,3345781,0,376545,0
"Iraq","IRQ",2022,3027201,2650656,0,376545,0
"Iraq","IRQ",2023,1759544,1382999,0,376545,0
"Iraq","IRQ",2024,39144450,1386788,0,37757662,0
"Ireland","IRL",1965,94203,94203,0,0,0
"Ireland","IRL",1966,84899,84899,0,0,0
"Ireland","IRL",1967,80247,80247,0,0,0
"Ireland","IRL",1968,76758,76758,0,0,0
"Ireland","IRL",1969,5815,5815,0,0,0
"Ireland","IRL",1970,80247,80247,0,0,0
"Ireland","IRL",1971,4652,4652,0,0,0
"Ireland","IRL",1972,68617,68617,0,0,0
"Ireland","IRL",1973,63965,63965,0,0,0
"Ireland","IRL",1974,79084,79084,0,0,0
"Ireland","IRL",1975,52335,52335,0,0,0
"Ireland","IRL",1976,59313,59313,0,0,0
